Code LPP;Libellé;Tarif;Prix unitaire réglementé;Date début validité;Date fin validité
1270463;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,ERGOCONCEPT;0.0;0.0;01/01/2018;06/07/2023
1269336;SOULEVE-MALADE, ACHAT DES SANGLES,MOBIAK SA;0.0;0.0;08/09/2003;06/07/2023
1292424;LIT MEDICAL, LIT SPECIFIQUE, ACHAT, LIT ET ACCESSOIRES,SIT UP;0.0;0.0;27/05/2010;06/07/2023
1280533;CASQUE DE PROTECTION POUR ENFANT HANDICAPE,CREE;8.96;0.0;08/09/2003;06/07/2023
1200764;LIT, COMPRESSEUR POUR SURMATELAS PNEUMATIQUE, ACHAT,WINNCARE FRANCE;1.58;0.0;01/11/2016;06/07/2023
1211383;CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU,MOBIAK SA;0.0;0.0;08/09/2003;06/07/2023
1237253;DEAMBULATEUR, ACHAT,IMPROV MOBILITY;0.0;0.0;08/09/2003;06/07/2023
1211489;APPAREIL DE SOUTIEN PARTIEL DE LA TETE,EUROMOVE;0.0;0.0;08/09/2003;06/07/2023
1283684;PROTHESE CAPILLAIRE TOTALE - CLASSE IV,SAVOIR F. CAP;3.5;0.0;01/01/2026;16/10/2025
1281372;PROTHESE CAPILLAIRE TOTALE, CLASSE I,EVEBRI;3.5;0.0;30/09/2020;06/07/2023
1278571;PROTHESE CAPILLAIRE TOTALE - CLASSE I,HAIR HAIRFLEX;9.97;0.0;01/06/2019;06/07/2023
1261872;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,DGK MEDICAL;0.0;0.0;08/09/2003;06/07/2023
1202674;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TABLETTE AMOVIBLE.,DRIVE DEVILBISS;0.0;0.0;01/01/2018;06/07/2023
1221855;LIT MEDICAL, ACHAT, ALESE IMPERMEABLE REUTILISABLE,PERFORM HEALTH;6.86;0.0;27/05/2010;06/07/2023
1281202;CASQUE DE PROTECTION POUR ENFANT HANDICAPE,IDENTITES 49;8.96;0.0;08/09/2003;06/07/2023
1380915;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;3.57;0.0;15/07/2023;14/12/2025
1330892;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM;4.16;0.0;15/07/2023;14/12/2025
1364129;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 5 M X 20 CM.,SOINEO;4.03;0.0;15/11/2024;14/11/2025
1309343;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;4.0;0.0;01/04/2016;06/07/2023
1389112;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;5.49;0.0;05/06/2021;06/07/2023
1359097;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;5.68;0.0;05/06/2021;06/07/2023
1348679;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;2.11;0.0;05/06/2021;06/07/2023
1307700;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;3.83;0.0;05/06/2021;06/07/2023
1321982;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;1.48;0.0;01/06/2019;06/07/2023
1322326;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 2,5 CM,SYLAMED;2.49;0.0;05/06/2021;06/07/2023
1314976;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;4.95;0.0;15/10/2015;06/07/2023
1353752;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;7.56;0.0;07/07/2023;03/07/2023
1367837;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;2.28;0.0;29/06/2017;06/07/2023
1393616;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;3.27;0.0;05/06/2021;06/07/2023
1337026;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;4.39;0.0;05/06/2021;06/07/2023
1330308;DMN-TSM, INSU RENALE CHRONIQUE DIALYSE TRANSPLANT FORFAIT MENSUEL,NEW CARD;5.0;0.0;01/07/2023;31/03/2025
1339090;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;3.33;0.0;15/07/2023;29/06/2023
1312776;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;1.39;0.0;15/11/2024;14/11/2025
1306534;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;3.22;0.0;15/11/2024;14/11/2025
1307692;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 10 CM.,SYLAMED;2.14;0.0;01/04/2016;06/07/2023
1381056;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;4.42;0.0;05/06/2021;06/07/2023
1340399;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SAFE CARE MED;1.56;0.0;01/06/2019;24/05/2019
1313391;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;7.31;0.0;01/06/2019;06/07/2023
1358152;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 15 CM.,LABO TECHNO;8.01;0.0;03/04/2004;06/07/2023
1397732;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;1.49;0.0;05/06/2021;06/07/2023
1308668;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;2.5;0.0;05/06/2021;06/07/2023
1307226;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;6.64;0.0;15/07/2023;14/12/2025
1321924;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;1.48;0.0;01/06/2019;06/07/2023
1314367;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,NEP DEVELOP;5.2;0.0;07/07/2023;03/07/2023
1372672;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;3.53;0.0;05/06/2021;06/07/2023
1370800;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;3.3;0.0;05/06/2021;06/07/2023
1330805;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;7.28;0.0;05/06/2021;06/07/2023
1337820;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;1.01;0.0;01/06/2022;06/07/2023
1351262;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;9.12;0.0;01/06/2022;06/07/2023
1306497;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;7.83;0.0;01/06/2022;06/07/2023
1381576;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM X 0,6 CM.,EUROMEDIS;3.57;0.0;15/07/2023;14/12/2025
1375618;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,SYLAMED;1.89;0.0;05/06/2021;06/07/2023
1314278;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;2.87;0.0;01/04/2016;06/07/2023
1388153;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;4.14;0.0;05/06/2021;06/07/2023
1392574;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;5.36;0.0;05/06/2021;06/07/2023
1319904;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SEPTONA SA;3.9;0.0;05/06/2021;06/07/2023
1356408;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SYLAMED;5.27;0.0;07/07/2023;03/07/2023
1344842;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM;2.3;0.0;07/07/2023;03/07/2023
1331911;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;1.43;0.0;01/06/2019;06/07/2023
1366074;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;6.94;0.0;15/11/2025;16/10/2024
1325589;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;2.89;0.0;07/07/2023;30/06/2024
1368908;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;1.53;0.0;15/11/2025;16/10/2024
1313882;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;1.66;0.0;15/07/2023;29/06/2023
1382883;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;9.97;0.0;01/06/2019;06/07/2023
1348633;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,LABOKIT;3.74;0.0;07/07/2023;14/07/2023
1383397;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,LABOKIT;1.6;0.0;01/04/2016;06/07/2023
1364342;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;6.17;0.0;01/06/2022;06/07/2023
1310033;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,LABOKIT;2.18;0.0;05/06/2021;06/07/2023
1314284;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SEPTONA SA;6.7;0.0;05/06/2021;06/07/2023
1364974;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,CEORA;4.09;0.0;05/06/2021;06/07/2023
1354600;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SEPTONA SA;3.79;0.0;05/06/2021;06/07/2023
1373565;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,LABOKIT;5.29;0.0;05/06/2021;06/07/2023
1337150;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 10 CM.,SYLAMED;7.31;0.0;01/06/2019;06/07/2023
1305457;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,SYLAMED;7.76;0.0;01/04/2016;06/07/2023
1368222;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,CEORA;2.31;0.0;15/11/2024;14/11/2025
1325299;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;4.67;0.0;15/07/2023;29/06/2023
1379088;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM X 0,6 CM.,EUROMEDIS;5.48;0.0;15/11/2025;16/10/2024
1301117;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;6.49;0.0;29/06/2017;15/06/2017
1371388;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;4.48;0.0;01/04/2016;06/07/2023
1355165;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;2.64;0.0;15/07/2023;29/06/2023
1344397;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;1.19;0.0;07/07/2023;14/07/2023
1389320;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;1.43;0.0;01/06/2019;06/07/2023
1356207;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;2.34;0.0;05/06/2021;06/07/2023
1368363;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;5.74;0.0;05/06/2021;06/07/2023
1342872;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,CEORA;1.43;0.0;01/06/2019;06/07/2023
1333198;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;4.39;0.0;05/06/2021;06/07/2023
1389603;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;4.0;0.0;15/11/2024;14/11/2025
1330633;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,NEP DEVELOP;9.81;0.0;01/06/2019;06/07/2023
1332313;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,CEORA;1.48;0.0;01/06/2019;06/07/2023
1383530;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;8.9;0.0;01/04/2016;06/07/2023
1385663;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 5 CM.,IDC GROUP;1.55;0.0;15/11/2024;14/11/2025
1377860;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;5.4;0.0;15/11/2024;14/11/2025
1301130;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;8.01;0.0;03/04/2004;06/07/2023
1396218;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM;4.03;0.0;15/11/2024;14/11/2025
1383010;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 5 M X 20 CM.,SOINEO;8.01;0.0;03/04/2004;06/07/2023
1365896;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;5.68;0.0;07/07/2023;14/11/2024
1394159;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;6.4;0.0;01/04/2016;06/07/2023
1323308;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;2.79;0.0;15/11/2024;14/11/2025
1301650;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,SYLAMED;1.24;0.0;07/07/2023;03/07/2023
1326761;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;1.96;0.0;15/10/2015;06/07/2023
1382541;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;5.59;0.0;15/11/2024;14/11/2025
1336340;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 15 CM.,DIAS DE ANDRADE;4.67;0.0;15/07/2023;29/06/2023
1338385;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;1.6;0.0;01/04/2016;06/07/2023
1355685;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;1.86;0.0;15/11/2024;14/11/2025
1301850;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;5.01;0.0;01/07/2017;06/07/2023
1378462;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,SYLAMED;9.97;0.0;01/06/2019;06/07/2023
1371508;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;2.08;0.0;15/11/2024;14/11/2025
1370526;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;2.71;0.0;07/07/2023;03/07/2023
1374300;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 5 CM.,MEDISTOCK;2.94;0.0;15/07/2023;29/06/2023
1330751;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;9.8;0.0;01/04/2016;06/07/2023
1382558;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 5 CM.,MEDISTOCK;2.36;0.0;15/07/2023;29/06/2023
1358703;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;4.03;0.0;15/07/2023;29/06/2023
1395526;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;1.8;0.0;07/07/2023;14/07/2023
1368370;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;3.07;0.0;01/07/2017;06/07/2023
1387314;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;4.8;0.0;15/07/2023;14/12/2025
1334743;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MYHOMECARE;6.86;0.0;01/04/2016;06/07/2023
1362797;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;3.74;0.0;15/07/2023;29/06/2023
1307195;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;2.29;0.0;15/11/2024;14/11/2025
1375475;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MYHOMECARE;3.36;0.0;01/04/2016;06/07/2023
1329452;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;5.46;0.0;01/01/2017;06/07/2023
1394751;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 15 CM.,DIAS DE ANDRADE;4.95;0.0;07/07/2023;14/07/2023
1335872;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;1.45;0.0;15/07/2023;29/06/2023
1395839;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,LABOKIT;5.46;0.0;01/01/2017;06/07/2023
1324957;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;2.51;0.0;01/01/2017;06/07/2023
1395816;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM;5.53;0.0;15/07/2023;14/12/2025
1316981;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,GIPHAR;1.45;0.0;15/07/2023;29/06/2023
1328493;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;7.84;0.0;01/06/2022;06/07/2023
1351747;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 2,5 CM,SYLAMED;2.3;0.0;01/04/2016;06/07/2023
1333399;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;2.63;0.0;05/06/2021;06/07/2023
1320913;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,GIPHAR;2.87;0.0;01/04/2016;06/07/2023
1340330;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM;3.25;0.0;15/11/2024;14/11/2025
1335004;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;6.51;0.0;15/07/2023;14/12/2025
1396632;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE,SYLAMED;2.51;0.0;01/01/2017;06/07/2023
1316633;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM X 0,6 CM.,EUROMEDIS;1.57;0.0;01/06/2019;06/07/2023
1342174;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 2,5 CM,SYLAMED;1.16;0.0;07/07/2023;03/07/2023
1383641;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,SYLAMED;2.28;0.0;01/04/2016;06/07/2023
1303263;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,L2N TRADING;7.39;0.0;01/07/2017;15/06/2017
1303688;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE,SYLAMED;8.02;0.0;29/06/2017;06/07/2023
1304363;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,MEDISTOCK;8.01;0.0;01/06/2019;06/07/2023
1310346;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 15 CM.,DIAS DE ANDRADE;3.25;0.0;01/04/2016;06/07/2023
1305718;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,HARTMANN;0.0;0.0;03/04/2004;06/07/2023
1307002;COUSSINS POUR CONTENTION, PANS.S ELASTO-COMPRESSIFS, TOUT MODELE,SYLAMED;4.04;0.0;08/09/2003;06/07/2023
1307309;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 5 M X 20 CM.,SYLAMED;2.54;0.0;15/11/2025;16/10/2024
1311624;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,RAFFIN MEDICAL;2.56;0.0;01/06/2019;06/07/2023
1350802;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;2.51;0.0;01/01/2017;06/07/2023
1313037;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;1.56;0.0;01/06/2019;06/07/2023
1326927;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;5.11;0.0;29/06/2017;06/07/2023
1319643;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,HYDREX;9.81;0.0;01/06/2019;06/07/2023
1320014;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;6.64;0.0;15/07/2023;14/12/2025
1321321;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE,SYLAMED;1.62;0.0;01/01/2017;06/07/2023
1321491;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 20 CM.,RAFFIN MEDICAL;4.48;0.0;01/04/2016;06/07/2023
1321835;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 5 M X 20 CM.,RAFFIN MEDICAL;2.99;0.0;01/06/2019;06/07/2023
1324868;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 10 CM.,SYLAMED;4.61;0.0;15/07/2023;29/06/2023
1325460;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 5 CM.,LABO TECHNO;0.0;0.0;03/04/2004;06/07/2023
1335866;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;4.38;0.0;05/06/2021;06/07/2023
1385249;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,MEDISTOCK;6.11;0.0;01/06/2019;06/07/2023
1336558;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;4.75;0.0;01/06/2022;06/07/2023
1378858;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE,THUASNE;0.0;0.0;03/04/2004;06/07/2023
1326560;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,NEP DEVELOP;3.48;0.0;05/06/2021;06/07/2023
1328501;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 5 M X 20 CM.,SYLAMED;6.51;0.0;15/07/2023;14/12/2025
1330082;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 10 CM,IDC GROUP;2.33;0.0;07/07/2023;14/07/2023
1393987;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 5 CM.,HARTMANN;0.0;0.0;03/04/2004;06/07/2023
1340873;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 5 CM.,HARTMANN;1.05;0.0;01/06/2019;06/07/2023
1321261;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 20 CM.,RAFFIN MEDICAL;1.5;0.0;29/06/2017;15/06/2017
1387113;BANDE EN MOUSSE POUR CAPITONNAGE, TOUT MODELE,SYLAMED;1.3;0.0;01/01/2017;06/07/2023
1328665;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 5 CM.,MEDISTOCK;2.43;0.0;01/07/2017;06/07/2023
1331733;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,GIPHAR;3.02;0.0;15/11/2024;14/11/2025
1333028;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 7 CM.,MEDISTOCK;1.96;0.0;01/06/2019;06/07/2023
1333962;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 2,5 CM,SYLAMED;4.69;0.0;07/07/2023;30/06/2024
1334690;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM X 0,6 CM.,LABOKIT;1.09;0.0;01/01/2017;06/07/2023
1300709;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 7 CM.,HARTMANN;4.36;0.0;01/04/2016;06/07/2023
1390010;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 7 CM.,HARTMANN;1.6;0.0;29/06/2017;06/07/2023
1301175;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,MYHOMECARE;2.87;0.0;01/04/2016;06/07/2023
1307864;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 5 CM.,IDC GROUP;2.34;0.0;01/07/2024;17/05/2024
1347533;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;7.19;0.0;01/06/2019;06/07/2023
1364520;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;0.0;0.0;03/04/2004;06/07/2023
1325550;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,LABOKIT;5.28;0.0;15/11/2024;14/11/2025
1393326;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 7 CM.,LABOKIT;1.6;0.0;01/04/2016;07/03/2016
1391089;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,SYLAMED;9.04;0.0;15/11/2024;14/11/2025
