Nom_pharmacie;Adresse;Code_postal;Ville;Telephone
F03000226501072001;13;03410;03101;0470642395
F35002065728032016;31;35131;35363;0299524120
F67001027101101991;2;67460;67471;0388204160
F67001107130062008;1;67000;67482;0388320703
F830100681;17;83407;83069;0494126666
F64001054215042022;10;64150;64410;0559600302
F87001041028092021;28;87300;87011;0555681052
F06001029501072020;;06560;06152;0493654589
F51001927616112020;108;51300;51262;0326744066
F21000718301112015;48;21540;21611;0380334614
F26000596201022020;5;26250;26165;0475855691
F97020528201112013;3;97231;97222;0596651104
F750150104;42;75674;75114;0156616029
F83000981705082019;14;83500;83126;0494871326
F24000882102052017;5;24260;24067;0553072269
F94001623101072022;90;94300;94080;0143280258
F750041543;23;75885;75118;0153111800
F77000851406032023;1;77000;77288;
F50001079820032024;39;50100;50129;0233932508
F93001257015112017;74;93500;93055;0148457371
F59001313201102013;18;59225;59149;03 27 85 03 38
F77000992603012022;128;77186;77337;0160054197
F03000579701102021;1214;03400;03321;0470443667
R10000001527373;3;57640;57607;
F91001092515022024;14;91310;91425;0169010045
F37000952411042011;59;37290;37282;0247945508
F450019195;5;45200;45208;0238850708
F13003135401072023;17;13010;13210;0491780062
F59002141607012019;103;59000;59350;03 20 54 67 24
F69002010201092019;2;69004;69384;0478280312
F44001656631122023;15;44800;44162;0240461778
F62000489507072025;3;62217;62004;0321514184
F97030318617052017;30;97354;97309;0594382609
F2B0000145;13;20200;2B033;0495553939
F55000246301042012;64;55310;55519;0329788050
F91001856310012022;;91190;91272;
F480000017;;48000;48095;0466494949
F38000598301092025;164;38000;38185;0476962205
F92002110201052019;2;92150;92073;
F08000221515052025;11;08200;08043;0324272922
F97020451701062019;34;97200;97209;0596637081
F150000040;50;15002;15014;0471465656
F2A0000212;;20169;2A041;0495739573
F56002166901042016;17;56890;56206;
F66078848001042018;5;66000;66136;0468503991
F83001167201012018;117;83000;83137;0494895857
F33006031018032019;33;33620;33123;
F490000635;1;49325;49099;0241496000
F16001001301062019;1;16600;16291;0545684310
F690784186;28;69677;69029;0472118017
F710978107;16;71150;71073;0385468181
F100000090;101;10003;10387;0325494949
F41000191101032023;79;41120;41032;0254794843
R10100000160267;;01400;01093;
F31002061515122022;5;31140;31022;0562752191
F13002810301092022;2;13100;13001;0442381860
F78001227401102023;66;78300;78498;0139650133
F760034439;11;76260;76255;0235861113
F800000200;33;80800;80212;0322964000
F050000256;8;05200;05046;0492437300
F950003814;;95740;95256;0134402000
R10000001500964;1;74100;74012;
F780000360;1;78460;78160;0130073400
F10000324301042009;103;10410;10357;0325811410
F340023845;87;34160;34058;0467274991
F36000219001122016;2;36400;36046;0254480023
F34079398301072024;;34570;34163;0467554182
F640019089;;64300;64131;
F22001034230112015;2;22300;22211;0296471531
F11079064910022018;11;11300;11206;0468312676
F68000696221112025;111;68000;68066;
F64000616902102017;1;64340;64140;0559646477
F890972227;7;89011;89024;0386726262
F54001629201032021;59;54000;54395;0383352432
F02000237401042024;4;02160;02058;0323208064
F94000908701032017;6;94120;94033;0148752340
F75002570201072017;242;75015;75115;0148289698
F29001346531032015;4;29360;29031;0298715543
F13002717012072022;34;13009;13209;0491750915
F760036061;16;76240;76429;
F920300266;5;92140;92023;0141281088
F80001399730072021;;80000;80021;0322463649
F83001108611092023;257;83110;83123;0494741462
F97046509201112018;24;97442;97417;0262370058
F64001312401112016;;64122;64545;0559207621
F07000180501122016;;07100;07010;0475330189
F13002250201102018;37;13200;13004;0490934903
F77001193001032025;13;77810;77463;0160700121
F92001897501032026;16;92350;92060;0146310338
F98050064901102021;82;97660;97603;0269626200
F35002128311122023;22;35460;35257;
F51002154601022019;34;51470;51506;0326641379
F37000345108102018;2;37500;37072;0247933005
F97030083621102022;;97310;97304;0594326373
F86078683901012022;133;86000;86194;0549582581
F34001006516012017;;34440;34081;0467376314
F40000920501062022;2;40180;40202;0558749863
F97010649806012025;;97139;97101;0590208429
F25000336531122019;;25380;25051;0381443351
F97040402601102022;3;97450;97414;0262913564
F780024071;17;78711;78362;0134772612
F13002707101092012;3;13100;13001;0442278477
F24000966201042024;197;24660;24138;0553533167
F27002121501012025;26;27500;27467;0232411057
F94001429308112018;1;94370;94071;
F65000415301062022;18;65000;65440;0562930865
F310783055;1;31059;31555;0561322533
F62002522101072020;580;62129;62288;0321387373
F13001429308012018;23;13013;13213;0491663122
F22001158901022019;22;22200;22070;0296437185
F59002180421012019;2;59000;59350;0320571980
F42000708025062020;13;42000;42218;0477325285
F75002438201102018;24;75014;75114;0145420337
F64000934601072023;4;64290;64230;0559215592
F950043430;21;95150;95607;0130409168
F39000221015102018;38;39300;39097;0384521454
F97046395616122019;2;97431;97406;0262513382
F24001248401012019;43;24420;24527;0553050369
F350002564;54;35000;35238;0299295099
R10100000234904;11;54500;54547;
F67000836614032023;16;67390;67281;0388749450
F92001351315102018;101;92400;92026;
F060780715;2;06105;06088;0493817150
F43000165101112016;25;43770;43046;0471092099
F59001023702112021;27;59249;59025;03 20 50 27 09
F76002015601112018;;76140;76498;0235680188
F94000970701042018;127;94250;94037;
F40001048401072023;27;40140;40310;0558411045
R10100000738763;8;92500;92063;
F74000241501122019;57;74000;74010;0450571317
F330000605;112;33505;33243;0557553434
F75003333401122016;28;75018;75118;0146065434
R10100000190241;;20290;20042;
F470000423;21;47923;47001;0553697010
R10000001524085;4;92210;92064;0147110447
F02001194601032022;16;02370;02758;0323547059
F94001913615042019;1;94510;94060;0156861893
F87001439601052014;3;87110;87192;
F67000833311032013;79;67130;67276;0388974560
F72001074301082022;;72300;72264;0243950027
F44001614501112021;2;44380;44132;0240610552
F51001909401092016;4;51310;51237;0326815097
F40000858701032019;448;40400;40180;0558441006
F41000706602092024;4;41160;41275;0254806206
F38000450714122020;147;38460;38138;0474907014
F33004268001052020;1;33100;33063;0556861782
F35001954301102017;1;35000;35238;0223205500
F84000865001012024;32;84110;84137;0490363788
F14000993715112020;190;14800;14220;0231887949
F93001455029102018;30;93200;93066;
F12000175531082020;14;12700;12052;
F76001515618042016;34;76500;76231;0235770126
F35002041801072025;4;35270;35029;0299734080
F78000514609032026;7;78390;78073;
F76001770719022018;70;76600;76351;0235426767
F590000592;25;59723;59172;0327243000
F19000910001072016;;19270;19202;0555856872
F29001369715122022;2;29120;29220;0298872769
F970410148;94;97400;97411;0262907600
F92000784601022019;26;92160;92002;0146660143
F910022862;3;91120;91477;
F69001720701072016;19;69800;69290;0478200342
F33004159116092019;243;33000;33063;0556503533
F93001110106062017;33;93100;93048;
F01000505620092021;1;01450;01303;
F56001886317012022;2;56140;56124;0297752029
R10000001537626;22;94110;94003;
F86078724101012021;4;86130;86222;0549528123
F35001986510062024;5;35120;35259;0299802354
F620030692;18;62280;62758;0391905411
F75002952212102013;78;75017;75117;
F37000857501042024;26;37000;37261;0247056265
F34079580601082025;23;34350;34324;0467320393
F25000322509022026;48;25420;25043;
F97010712401052025;;97180;97128;
F65000211625102019;14;65200;65059;0562950552
F62001301101022022;36;62300;62498;0321281428
F77000466102112023;25;77760;77088;
R10000001601563;200;59200;59599;
F57001853101052019;24;57050;57463;0387303080
F34079573101102008;1104;34200;34301;0467530858
F92000826522102018;276;92600;92004;
F06000417301102011;;06620;06010;0493424102
F51001949023021993;1;51210;51380;0326812073
F360006480;;36250;36202;0254537750
F84000947613022022;340;84810;84004;
F090000175;;09000;09264;0561033177
F67001115401102024;1;67200;67482;0388260617
F97020878101082021;;97211;97220;0596689787
R10100000203384;12;94410;94069;
F75000911015022017;151;75002;75102;0142368437
F57002054503082015;49;57290;57647;0382599700
F29001300201032021;51;29510;29020;0298579121
F43000335002092019;47;43360;43258;0471760177
F35002002001022021;32;35310;35196;0299603196
F94001483001062020;22;94800;94076;
F04000272701112021;18;04120;04039;0492836101
F31000834709022020;11;31270;31157;
F97040553616012017;183;97430;97422;0262576982
F45001440201022016;77;45100;45234;0238664637
F02000673001062021;130;02500;02381;0323581326
F45000467601102020;94;45250;45053;0238312508
R10100000154727;3;92500;92063;
R10000001523515;;67150;67130;
F97046406101062015;43;97490;97411;0262281342
F29001307701042012;2;29000;29232;0298956293
F13002835001032022;110;13011;13211;0491360546
F610000028;31;61014;61001;0233807100
R10100000179261;1;94150;94065;
F54001552603092018;2;54000;54395;0383352299
R10100000528504;1;50200;50147;
F730004298;;73190;73064;0479268181
F270009103;57;27120;27448;0232360039
F120785381;88;12400;12208;0565497188
F66078868816112020;47;66000;66136;0468538616
F860014828;10;86000;86194;0549000010
F36000185315112021;54;36000;36044;0254344080
F690042346;1;69641;69034;
F35002042630012012;47;35550;35219;0299344265
F62000776501052025;22;62200;62160;0321873103
F13002771701102007;113;13600;13028;0442834834
R10100000262635;241;10100;10323;
R10100000049346;;30921;30189;
F520004706;2;52000;52121;
F59001071601022017;18;59296;59038;03 27 25 64 82
F560004418;;56017;56260;0297014141
F59001623421102018;7;59155;59220;03 20 53 08 43
F760000018;;76202;76217;0232147676
F29001175801062022;7;29200;29019;0298456803
F77000456217122012;;77420;77083;
F12000192001051996;6;12110;12083;0565630116
F42000359227062021;117;42120;42071;0477670920
F67000625313092021;8;67140;67021;0388089075
F77000662530062006;1;77260;77183;0160220101
F02001139101022019;7;02150;02720;0323804045
F78001047601092020;21;78310;78383;0130505695
F34079438701072021;56;34000;34172;0467926793
F29001256601112020;10;29910;29293;0298500165
R10100000155665;;27400;27332;
R10000001502455;;81106;81065;
F67000995001012016;2;67300;67447;0388837353
F56001852501032024;;56100;56121;0297370053
R10100000807514;20;28100;28134;
F67000947101062005;48;67480;67405;0388864025
F50001197801112025;96;50000;50502;0233577676
F92001077401112007;49;92100;92012;0146050114
F33003939701112025;2;33530;33032;
F66078826601092025;2;66200;66065;0468220625
F78001544201072025;68;78000;78646;0139502614
F06001509615122025;60;06110;06030;0493452462
F92001446130062019;63;92380;92033;
R10000001534332;326;45200;45004;0238876097
F22001203301042015;;22800;22262;0296748417
F14001109907092020;45;14600;14333;0231890530
F26000632515122025;292;26310;26167;0475213040
F14001387125082014;;14220;14603;0231793209
F190012740;22;19100;19031;0555179845
F42000447519082024;3;42520;42129;0474873867
F59001595401062013;12;59124;59205;0988188388
F68000888520072021;16;68560;68138;0389405011
R10100000529057;43;74350;74006;0389321666
F49053458323071996;;49300;49099;0241623482
F95000841701082024;19;95140;95268;
R10100000235660;;61400;61414;
F65000378301042016;87;65000;65440;0562367811
F75001989513051992;53;75011;75111;
F69001080601122025;262;69380;69121;0478437538
F600012231;1301;60290;60342;0344743871
F540024338;830;54700;54431;0383809053
F14001098410012022;2;14310;14752;0231770060
R10000000613615;20;93210;93066;
F76002233520102025;45;76430;76647;0235200136
F49053422901052020;11;49125;49347;0241426269
F76001395301012023;3;76690;76152;0235349016
F90000161101012024;2;90000;90010;0384211610
F33004008001022023;5;33290;33056;0556351920
F580780138;49;58004;58194;0386935258
F34079291001042016;;34500;34032;0467622005
F93000812301012023;144;93700;93029;0148302474
F130784234;270;13274;13209;0491380000
F75003503201042024;85;75019;75119;0140354130
F57002228501012010;;57730;57224;0387297800
F19000855715012026;;19360;19123;0555920101
F34079474201082019;;34000;34172;0467869725
F64001009601012025;98;64140;64348;0559321365
F59001481712072024;180;59500;59178;0327889450
F59002938501122009;57;59113;59560;0320900005
F42000746006012019;9;42000;42218;0477014719
F35001896608011998;9;35290;35297;0299096004
F97020499601102021;;97232;97213;
R10100000768457;200;92320;92020;
F64000924715012024;11;64230;64198;
F83000702726022020;16;83400;83069;0494650135
F23000249527122011;44;23000;23096;
F31001236401052024;153;31600;31395;
F13000959001102025;;13860;13074;0442578039
F62001146001052019;18;62112;62383;0321509576
F83000511201012019;219;83240;83036;0494777764
F35001996401072025;3;35350;35299;0299891131
F13002212210012022;;13013;13213;0491681532
F140020199;201;14200;14327;0231062121
F220000343;17;22200;22161;0296445656
F13002740201072022;9;13005;13205;0491483730
F92000771308012003;2;92160;92002;0142374128
F92001406507011993;;92260;92032;
F620033605;;62500;62504;
F640019121;;64990;64304;0559693333
F49053612501042024;;49000;49007;0241733340
F13002460701102025;15;13124;13073;0442827272
F160016192;6;16400;16113;0545959851
F970111365;196;97122;97103;0590267094
F110006004;1820;11000;11069;0468242126
R10000001525322;3;57070;57616;
F59002935101072023;;59113;59560;0320900814
F33004178101022021;10;33000;33063;0556525840
F75002720301072016;315;75015;75115;
F49053346001112022;;49540;49086;0241594259
F40000860301102024;8;40200;40184;0558091851
F91001177415062024;9;91550;91479;0169383304
R10000001524788;224;59640;59183;
R10100000179076;1055;13750;13076;
F13001416003052010;25;13550;13066;0490940841
F81000520714072023;;81800;81070;0563338613
F75002011701032018;102;75011;75111;0149238825
F33004822401042019;13;33480;33248;0556580439
F80001401101042018;65;80000;80021;0322916574
F54001722501062023;11;54110;54462;0383481433
F38000472101042013;2;38130;38151;0476224806
F59002293515072019;108;59120;59360;0320501950
F38000678301092009;15;38100;38185;0476879138
F21000500515122025;22;21000;21231;0380501950
F17001107601042025;4;17170;17127;0546016053
F69000760401032021;;69550;69006;0474894110
F18000588601072013;10;18390;18213;0248308047
F72001024801072024;;72220;72124;0243429016
F85002402710122024;1;85130;85293;0251657432
F33003946231122020;33;33430;33036;0556251083
F12000333001072008;10;12000;12202;
F50001062420122017;27;50700;50087;0233210923
F62001664201092025;71;62500;62765;
R10000001538072;400;67405;67218;0388279100
R10100000242696;26;92210;92064;
F790019988;36;79260;79048;0549330036
F490022506;375;49170;49298;
F92001702705122022;7;92360;92048;0146308630
F95000947201032010;;95280;95323;0134436860
F14000992901052022;14;14340;14431;0231630302
R10100000837484;10;05000;05061;
F490000312;27;49130;49278;0241246000
F25001263001022018;17;25300;25462;
F75001352601112025;70;75007;75107;0145489974
F59003116701022020;130;59125;59603;0327461532
F44001428022102018;2;44100;44109;0240464872
F54000951101092023;6;54360;54152;0383757073
F08000825301122020;;08300;08362;0324385901
F33005072501092021;15;33160;33376;0556058889
F59002745421012000;153;59100;59512;0320737743
F92001719101052020;131;92120;92049;0142530488
F83001000503012022;44;83500;83126;0494948303
F78001406401122010;9;78190;78621;
F13003013301032020;30;13160;13027;0490940219
F77001142701042023;24;77230;77420;0160039385
F92001331501122018;235;92700;92025;0147801068
F27002107401042023;9194;27930;27439;0232393904
F46000428618022024;14;46400;46251;
F06001162401072016;5;06400;06029;0493390137
F06001818101032020;17;06000;06088;0493851126
R10100000832327;;18030;18033;
F06001309130102017;39;06600;06004;0493341785
F29001382001072020;2;29470;29189;0298403717
F69001481618082024;144;69100;69266;0478844679
F260000138;;26216;26198;0475534000
F53003103801042025;49;53940;53201;0243692555
F75002385501092021;27;75014;75114;0145107690
R10000000100121;;24004;24322;0553356942
F29001124601102020;2;29170;29161;0298548079
F60000455001022022;109;60870;60684;0344710832
F50001283613102025;1;50320;50493;0233513416
F88000335511082010;50;88190;88209;0329341063
F69001425301032024;31;69400;69264;0474655014
F27002211401072018;109;27200;27681;0232511983
F29001292118112025;;29180;29169;0298917226
F50001186115042014;4;50800;50639;0233610051
F920000650;40;92151;92073;0146252000
F720020916;;72650;72065;0243391660
F93000935223012024;28;93190;93046;
F76002265708122014;141;76300;76681;0235725279
F21000630001072020;;21700;21464;0380610558
F57001789701072004;2;57550;57460;0387932451
F25001237401102025;12;25580;25424;0381600414
F86078759701042012;13;86230;86224;0549860084
R10100000652418;18;92400;92026;
F56001849101082020;96;56100;56121;0297839181
F91000673330102000;36;91380;91161;0169097967
F32000230601012019;12;32120;32249;0562068428
F750055287;185;75014;75114;0153626666
F2A000163201012013;;20167;2A006;0495229340
F10000159329092021;99;10200;10033;
F34001121231122017;8;34110;34108;0467184210
F720017748;28;72058;72181;0243783838
F35001916201112018;13;35400;35288;0299563194
F950042903;69;95100;95018;0134232425
F25000658230072024;85;25000;25056;0381811769
F66078932206062017;2;66570;66186;
F14001209731052019;27;14114;14739;0231222147
F82000202001012021;80;82160;82038;0563670610
F67001040430092019;19;67790;67478;0388913525
R10100000271606;5;92120;92049;
F690000575;;69400;69092;0474092503
F35002025101072023;2;35830;35024;0299558126
F08000452601102021;87;08170;08185;0324411002
F59001978201012024;247;59130;59328;03 20 55 29 27
F300000072;;30120;30350;0467816100
F380780288;10;38500;38563;0428633838
F770300259;19;77310;77040;0164718000
F75002105714052018;1;75012;75112;0143076701
F840022024;335;84000;84007;0428705650
F98050008605012018;6;97600;97611;0269611239
F64000764729042017;22;64100;64102;0559551051
F68000915601032005;10;68040;68155;0389270556
R10100000579226;1;92800;92062;
F75001514101052016;21;75008;75108;0142820005
F04000300615102023;;04130;04245;0492784056
F73000825703102022;29;73120;73227;0479080537
F25000319101102022;13;25690;25039;0381432404
F33005324015012021;2;33140;33550;0556870873
F400000139;;40024;40192;0558051010
F85001600701032022;43;85800;85222;0251559112
F75002602301092022;19;75015;75115;0145579535
F10000192413112012;;10600;10081;0325795164
F27001944101082017;5;27940;27180;0232779892
R10100000522586;16;93600;93005;
R10100000678970;83;92200;92051;
F31001581301092019;134;31100;31555;0561404045
F59003041705062023;222;59200;59599;0320376355
R10100000807181;7;75009;75109;
F610000051;25;61014;61001;0233323030
R10100000823224;18;77183;77146;
R10100000636496;15;63800;63124;
F92001276201092023;7;92110;92024;0147372812
F58000254101112016;37;58000;58194;0386611366
F87001098008022021;171;87270;87050;0555393362
F600100796;7;60240;60143;0826305555
F34079460101092023;50;34080;34172;0467927692
F77000494315092019;90;77500;77108;0160206762
F68000649128062021;10;68130;68004;0389409008
R10100000771461;18;37260;37159;
F49053249601122022;1;49100;49007;0241437742
F69002268608111973;27;69009;69389;0478360236
F37000591001012026;47;37300;37122;0247671084
F91001438001012024;21;91170;91687;0169243423
R10100000527284;275;01150;01390;
F76002120401072022;21;76000;76540;0235715726
F38001078501092007;64;38170;38485;0476495314
F89000383315012022;10;89200;89025;0386341506
F93001660501082021;2;93420;93078;
F08000892309092024;5;08090;08457;0324529021
F58000337422112023;2;58640;58303;0386380448
F63000870410012022;4;63530;63417;0473628300
F06001722531122025;45;06500;06083;0492105410
F50001193710062025;17;50000;50502;
R10100000312348;;33604;33318;
F50001127501112025;39;50140;50359;0233590020
F62000932415102018;36;62100;62193;0971414456
F73000605315032023;369;73550;73015;0479086359
F44001603801012012;28;44160;44129;0240016094
F91001337419062023;2;91840;91599;0164980734
F33004516201092018;10;33350;33108;0557400144
F69001473301022024;29;69100;69266;0478934899
F38000583501122021;2;38000;38185;0476853034
F73000623622042010;1992;73540;73032;0479310190
F59001192001052017;3;59123;59107;03 28 29 91 83
F59001825501072022;540;59121;59288;0327441241
F33004601207012019;;33320;33162;0556280385
F60000383428032022;5;60160;60414;0344692787
F84000974001012020;1015;84200;84031;0490631984
F13002518201052017;159;13008;13208;0491734702
F25001304201042024;2;25410;25527;0381877034
F63000345701032025;20;63118;63063;0473247012
F33005001425102016;237;33290;33322;0556350348
F91001252501092020;17;91700;91549;0160151446
R10100000623614;1;69007;69387;
F54001564131122021;204;54000;54395;0383552336
F18000190101122015;1;18000;18033;0248213410
R10100000168688;5;44700;44114;0228072900
F71000304730062024;20;71100;71076;0385460962
R10100000826510;68;64101;64102;
F95001309430092018;205;95150;95607;
F97010345305012013;;97139;97101;0590211200
F54001498201042024;28;54700;54332;0383810439
F95000465501122024;154;95100;95018;
F09000215501092019;2;09300;09336;0561010595
F64000864501072022;;64210;64125;0559549195
F74000624201102024;4;74160;74243;0450350404
R10000001501478;1;33565;33096;
F38000428301022026;10;38630;38124;0474889030
F74000316501042015;2;74100;74012;0450921344
F97010338801082023;;97170;97118;
F38000836704062013;2812;38300;38276;
F71000311213121989;18;71100;71076;0385485716
F42000869001092003;;42330;42222;0477541742
R10000001528052;86;15000;15014;
R10100000632322;101;31620;31118;0218484042
F51001784101062011;10;51160;51030;0326554301
F08000866701042023;20;08200;08409;0324291044
F78001552501012020;5;78000;78646;0139502993
F92001454520122021;112;92250;92035;0142422402
F330059791;11;33700;33281;0562884334
R10100000232013;;95470;95641;
F31000751309052022;15;31480;31098;0561857058
F84000501101012021;657;84400;84003;0490742057
F540001138;29;54035;54395;0383858585
F91001179001032025;;91550;91479;
F49053235501072023;;49000;49007;0241662848
F72001013101062024;2;72500;72071;0243440003
F29002359701112025;1;29890;29091;0298839346
F06000994101102023;600;06250;06085;0493752955
F010780492;;01700;01249;0437855656
F54000910711102021;849;54230;54111;0383473754
R10100000309815;4;54500;54547;
F95001306031122021;75;95150;95607;0139600485
F13002170218012023;;13122;13114;
F10000286416072018;237;10100;10323;0325248532
F42000437601052016;90;42420;42123;0477732540
F91000805101112021;50;91150;91223;0164941333
R10100000684614;25;92400;92026;
F95001141101072018;5;95350;95539;0139907902
F75002387101102022;8;75014;75114;
F76001930706012020;36;76130;76451;0235701199
F84000672001112024;103;84300;84035;0490780046
F87001338001092021;2;87150;87111;0555781023
F62000943101012024;32;62100;62193;03 21 36 33 77
F37000312101072024;15;37160;37045;0247650398
F80001061301032026;22;80400;80410;0323811680
F61078675811082017;1;61000;61397;0233264284
F95001139501112019;;95350;95539;0139905600
F40000780328022026;;40100;40088;0558740122
F62001409215122024;67;62860;62559;0321730251
F53003043601122023;52;53400;53084;0243061172
F69001895701062023;42;69003;69383;0478549867
F60000523501082020;87;60000;60057;0344451436
F13002225430042021;;13170;13071;0491510361
F220024145;;22120;22389;
F13002390601032025;;13016;13216;0491098210
F97046467301122023;3;97429;97405;0262568054
F94000552304012021;158;94140;94002;0143751555
F69000873524071942;37;69300;69034;0478232096
F60000587003012007;2;60270;60282;0344574677
F97010613401022024;76;97130;97107;0590863215
F570000117;25;57402;57630;0387232425
R10100000627627;23;69007;69387;
F2A000194704122019;11;20179;2A004;0495211122
F92000854708122022;10;92600;92004;
F52000122301072025;33;52000;52121;0325032283
F76001480301102021;34;76200;76217;0235841885
F83001155727062022;21;83200;83137;0494243112
F30000582401012019;;30140;30042;0466617406
F75000947406012014;11;75003;75103;0148879835
F06000704401092025;73;06730;06114;0493542293
F21000496631072024;;21000;21231;0380722243
F24001191607012005;28;24230;24370;0553247906
F27002226201122013;5;27200;27681;0232511359
F69001933601022026;248;69003;69383;0478533651
F59002065701022022;148;59260;59350;03 20 56 71 31
F44001715020032018;1;44260;44195;0240569064
F69001058201062025;914;69640;69105;0474674254
F38001117101092019;1160;38660;38511;0476084438
F51001874014102024;49;51700;51217;0326582097
F34079459301072022;46;34090;34172;0467920504
F34079329822042025;11;34690;34095;
F13003372313042015;98;13001;13201;0491485191
F13002663602052020;1;13014;13214;0491980652
F38000431710092024;50;38700;38126;0476901265
F76002098215122024;44;76000;76540;0235887521
F92001884304062020;25;92200;92051;
F74000644015122014;372;74700;74256;0450580870
F35001915401072024;26;35680;35161;0299490021
F69000805701072022;219;69620;69024;0474716039
F38000663501022020;44;38000;38185;0476462992
F13001223001032021;1;13003;13203;0491505045
F29001413322072024;13;29810;29201;0298896843
F54001567401072024;40;54000;54395;0383510427
F73000878601072021;;73320;73296;0479063121
F60000448516122024;;60170;60537;0344768024
F25001239015042022;2;25600;25428;0381940937
R10100000050011;85;54004;54395;
F42000886409112020;157;42640;42231;0477645192
F46000358526052025;1;46100;46102;
F87001062604102021;17;87460;87024;0555695011
F75001744408032021;20;75010;75110;
F62001036319062023;1;62000;62263;0321714928
F75001984601052025;48;75011;75111;
F94001427706092021;2;94370;94071;0145902316
F29001350701092023;150;29000;29232;0298646491
F38000385501062018;132;38560;38071;0476688672
F57001979401072021;21;57410;57589;0387097120
F61078852315042019;6;61300;61456;0233242215
F26001469101072019;2;26000;26362;0475436079
F58000169128032022;7;58660;58088;0386574384
F970412003;2;97420;97407;
F92001284607012008;11;92700;92025;
F810000505;22;81013;81004;0563474747
F59002430330092019;;59600;59392;03 27 62 14 29
F33004126002092025;1;33000;33063;0556817090
F930300645;32;93207;93066;0149334141
F330059320;60;33270;33167;0546918487
F690805361;20;69365;69387;0478618181
R10100000788678;3;33600;33318;
F430008144;20;43202;43268;
F34079309001102022;12;34160;34058;0467707113
F950000323;14;95602;95203;0134066000
F740009162;2;74370;74112;
F630781268;1;63003;63113;0473750750
F18000583701102020;68;18400;18207;0248550016
F94001579529042024;50;94350;94079;
F85001592601072020;2;85170;85208;0251413144
F75001090203122018;20;75005;75105;0143268084
R10100000234407;47;21300;21166;
F78001101101032024;6;78180;78423;
F270028368;;27130;27679;0232329530
F06001326501112022;26;06600;06004;0493340594
F940100043;78;94275;94043;0145212121
R10100000734575;44;75015;75115;
F51002211401102011;24;51130;51612;0326521442
F75002730201112023;395;75015;75115;
F60000518530032018;2;60330;60500;0344605032
F44001423101022022;22;44300;44109;0240495331
F38000498615112021;113;38130;38151;0476091969
F370016404;1;37210;37203;
F71000372401012015;48;71170;71120;0385260178
F95000575101072015;129;95870;95063;
F240016014;9;24108;24037;0553638888
F69002051601062022;38;69006;69386;0478522131
F81000730201102022;25;81430;81317;0563553010
F26001016007012013;34;26100;26281;0475022067
F2B000246329102018;;20600;20033;0495600404
F40000875101092022;1;40000;40192;0558750259
F73000736614122020;11;73460;73121;0479385300
F59001587119122022;2;59193;59202;03 20 77 14 28
F740016233;8;74960;74010;0450693111
R10000001525975;;60190;60223;
F69002128201072022;16;69007;69387;0478723204
F93001637301072007;6;93250;93077;
F21000430515102011;18;21000;21231;0380667787
F04000277615072010;8;04000;04070;0492323247
F77000619531122022;544;77190;77152;
F210012845;14;21000;21231;0380420233
F93001523511072024;51;93400;93070;
F27001901101012018;;27670;27090;0235877675
R10000001537954;18;34090;34172;0499232710
F06001714201032024;5;06200;06088;0493623084
F83001313203052022;235;83160;83144;0494233787
R10100000629081;16;92200;92051;
F97010621711072022;;97129;97115;0590256087
F97046573801072022;30;97438;97418;0262534016
R10100000299044;100;75013;75113;
F31001773610092019;;31820;31417;
F44001495915072024;1;44830;44018;0240654068
F44001390229122023;1;44300;44109;0240760334
F64001093001072022;;64400;64422;0559390207
F44001683003062024;19;44600;44184;0240224615
F59002090507052018;54;59000;59350;0320854419
F18000617301072021;;18110;18223;0248645007
F13002490401072021;81;13006;13206;0491485415
F93001360219082024;50;93230;93063;
F34079539201032016;2;34430;34270;0467274553
F31001364401032024;2;31500;31555;0561809797
F22001188606112023;10;22580;22222;0296224177
F38001223701072021;36;38190;38547;0476714003
F27001999531122022;;27000;27229;0232230443
R10100000733992;;59420;59421;
R10100000153148;12;68100;68224;0369719771
F15000063616082025;41;15000;15014;
F12000274602042025;98;12100;12145;0565606044
F300781432;;30942;30189;0466047777
F180009730;33;18100;18279;
F16001160725062018;4;16400;16418;0545916306
F75002238601122020;83;75013;75113;0145804093
F44002584901112018;14;44305;44109;0240939715
F21000553401102025;26;21121;21278;0380564232
F75003692305052025;7;75020;75120;0143730810
F34079314001072021;47;34420;34073;0467393000
F59001265402052022;25;59180;59131;0328646845
R10100000793993;8;75012;75112;
F67001133731012024;92;67100;67482;0388340579
F75002980325012021;8;75017;75117;0145772191
F84000863501052023;40;84110;84137;0490360066
F06001619314032022;87;06100;06088;0493841361
F31001016021102019;88;31120;31420;
F92001794401042025;27;92000;92050;0147748370
F94001628001072020;2;94300;94080;0143280581
F830100764;;83500;83126;0494111222
F78000516101092022;11;78390;78073;0134600479
F630017143;;63000;63113;
F17001146430042021;5;17600;17185;0546228113
F10000278106111989;25;10340;10317;0325293036
R10100000824811;5;92100;92012;
F63000638517072022;28;63500;63178;
F320000144;10;32220;32213;0562620707
F06001269731122018;26;06600;06004;0493330071
F57001762410082021;1;57620;57390;0387064011
F060780442;10;06046;06088;0493136500
F270027279;1;27200;27681;0232716300
F13002312016022025;106;13014;13214;0495051481
F610784027;25;61014;61001;0233264818
F69000920426012026;55;69380;69050;0478439052
F51001999501022025;106;51100;51454;0326072318
F44001550101022023;21;44350;44069;0240248118
F630017325;93;63800;63124;
F77000424014022020;;77240;77067;
F01000377001042006;;01170;01173;0450415275
